,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Nicolas Douchez,PSG,36,GK,1,90,-,-,-,-,-,91.7,1,-,8.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,4,-,Ligue 1,2015/2016
1,Zlatan Ibrahimovic,PSG,35,FW,29(2),2553,38,13,1,-,5,78.9,1.4,14,8.29,0.5,0.2,0.9,-,0.9,0.4,0.1,-,1.5,1.2,1.1,1.6,1.7,2.2,44.2,-,1.6,0.4,Ligue 1,2015/2016
2,Layvin Kurzawa,Monaco,24,M(L),3,229,1,-,1,-,1.3,75.4,3.3,3,7.97,2,3.7,1,-,2.3,0.7,-,-,1.7,2.3,1,-,-,1,46,1.7,1.7,-,Ligue 1,2015/2016
3,Ángel Di María,PSG,28,FW,26(3),2134,10,18,-,-,2.4,80.5,-,5,7.94,0.4,0.7,0.2,-,-,1.2,-,-,3.4,1.9,1,0.4,1.7,1.9,53.2,2.1,3.5,0.7,Ligue 1,2015/2016
4,Layvin Kurzawa,PSG,24,M(L),14(2),1287,3,5,1,-,1,89.9,1.9,1,7.90,2.9,3.3,0.9,0.3,2.1,0.6,0.2,-,0.9,1.5,0.5,0.1,1.1,1.1,50.1,0.6,0.6,0.1,Ligue 1,2015/2016
5,Serge Aurier,PSG,24,M(R),21,1887,2,2,8,-,1,88.4,2.8,-,7.75,4,3.4,1.7,0.2,3.2,1.3,0.1,-,0.6,1.2,1,0.2,1.2,1.7,55,0.5,1.2,-,Ligue 1,2015/2016
6,Mathieu Gorgelin,Lyon,26,GK,1,90,-,-,-,-,-,51.9,-,-,7.72,-,-,-,-,3,-,-,-,-,-,-,-,-,-,27,-,6,-,Ligue 1,2015/2016
7,Thiago Silva,PSG,32,D(C),29(1),2622,1,1,3,-,0.5,94.6,2.4,2,7.65,1.7,3.1,0.6,0.6,4.8,0.5,0.7,-,0.3,0.5,0.8,-,0.1,0.1,80.6,0.1,3.7,0.1,Ligue 1,2015/2016
8,Hatem Ben Arfa,Nice,29,FW,33(1),2844,17,6,2,-,2.7,79.7,0.2,5,7.58,0.4,0.3,0.9,-,0.1,0.4,-,-,1,4.5,1.4,0.3,2.5,2.1,36.7,1,1.9,0.2,Ligue 1,2015/2016
9,Sofiane Boufal,Lille,23,FW,27(2),2343,11,4,10,2,1.7,77.1,0.4,6,7.56,1.8,0.2,2,-,0.1,0.8,-,-,2.5,4.4,2.5,-,3.9,3.3,32.1,1.5,0.8,0.1,Ligue 1,2015/2016
10,Ousmane Dembélé,Rennes,19,FW,22(4),1937,12,5,1,-,2.2,72.3,0.3,7,7.55,0.8,0.7,0.1,-,0.1,0.6,-,-,1.7,4.1,1.2,0.3,2.3,2.5,23.2,0.9,0.6,0.1,Ligue 1,2015/2016
11,Ricardo Pereira,Nice,23,M(R),26,2281,-,4,6,-,0.1,84.4,1.9,5,7.48,3.9,2.9,1.2,0.2,2.7,1.5,0.1,-,0.6,1.8,1.6,-,1,1,50.5,0.6,2.4,-,Ligue 1,2015/2016
12,Djibril Sidibé,Lille,24,M(R),36(1),3275,4,3,3,-,1.1,78.5,1.5,3,7.45,3.3,3.2,1.1,0.3,1.5,1.2,0.3,-,1,1.4,1.5,0.2,1.6,1.9,40.8,0.6,1.5,-,Ligue 1,2015/2016
13,Gregory van der Wiel,PSG,28,M(R),16(1),1381,2,3,2,-,0.5,89.8,1,-,7.45,2.4,3,0.8,0.1,1.9,1.1,0.2,-,0.7,0.8,0.5,-,0.7,0.8,54,0.3,1.2,0.1,Ligue 1,2015/2016
14,Wahbi Khazri,Bordeaux,25,FW,20,1588,5,7,7,-,2,77.4,1,6,7.44,2.1,0.7,1.4,-,0.4,1.1,-,-,2.7,1.8,2,0.6,2.7,2.1,29.4,2.3,2,0.2,Ligue 1,2015/2016
15,Salvatore Sirigu,PSG,29,GK,2(1),225,-,-,-,-,-,80,-,-,7.42,-,-,-,-,0.7,-,-,-,-,-,-,-,-,0.3,23.3,-,3.7,-,Ligue 1,2015/2016
16,Erwin Koffi,Lorient,21,D(R),1,90,-,-,-,-,-,75,1,-,7.41,1,5,1,-,2,-,2,-,-,1,-,-,-,-,48,-,1,-,Ligue 1,2015/2016
17,Lucas Moura,PSG,24,FW,26(10),2328,9,4,3,-,1.8,85.1,0.9,1,7.40,1.3,0.8,0.8,-,0.1,0.9,-,-,1.6,2.7,1.6,0.2,1.9,1.8,33.9,0.7,0.4,0.3,Ligue 1,2015/2016
18,Aïssa Laïdouni,Angers,20,DMC,1,90,-,-,-,-,-,77.8,1,-,7.38,3,3,1,-,2,-,-,-,1,-,1,-,-,-,36,1,2,-,Ligue 1,2015/2016
19,Alexandre Lacazette,Lyon,25,FW,34,2959,21,3,5,-,2.8,77.6,0.9,2,7.36,1.1,0.3,1.6,-,-,0.6,-,-,1.3,1.7,1.9,0.7,2.4,2.6,30.2,0.1,0.4,0.1,Ligue 1,2015/2016
20,Almamy Touré,Monaco,20,M(R),9(1),760,3,2,3,-,1,75.5,2.3,-,7.35,1.9,2.4,1.3,0.3,3.6,0.5,0.1,-,0.7,0.7,0.7,0.1,1,0.8,30.2,0.9,1.9,-,Ligue 1,2015/2016
21,Loic Perrin,Saint-Etienne,31,D(C),24,2103,3,1,-,1,0.6,84.5,4.7,2,7.35,2.3,2.1,0.8,0.9,4.8,0.7,0.4,-,0.2,0.3,1.1,0.1,-,0.5,53.6,-,2.8,-,Ligue 1,2015/2016
22,Maxime Gonalons,Lyon,27,M(C),33,2892,-,-,7,-,0.7,89.6,3.4,1,7.35,3.3,2.7,1.6,0.3,1.4,1.8,0.2,1,0.3,0.8,1.7,-,0.7,0.7,57,-,5.5,-,Ligue 1,2015/2016
23,Fabinho,Monaco,23,DMC,34,3060,6,4,9,-,0.9,81.4,1.9,1,7.34,3.2,2.2,2,0.2,2.5,1.3,0.2,-,0.7,0.9,1.7,0.1,0.5,0.8,43,0.6,3.1,-,Ligue 1,2015/2016
24,Mathieu Debuchy,Bordeaux,31,M(R),9,783,-,-,1,-,0.7,77,2.2,-,7.33,4,4,1.7,0.1,2.8,1,-,-,0.3,0.8,0.9,0.3,0.4,0.8,32.9,0.8,1.4,-,Ligue 1,2015/2016
25,Henri Saivet,Bordeaux,26,FW,18,1560,2,-,3,1,1.5,80.9,2.1,1,7.33,3.8,1.7,0.9,-,0.8,1.7,0.2,-,0.8,1.5,1.8,-,1.3,0.8,54.9,0.4,3.1,-,Ligue 1,2015/2016
26,Cheikh N'Doye,Angers,30,M(C),32,2775,9,4,5,2,2.1,66,6.9,6,7.32,1.9,1.1,2.3,-,2.8,0.8,0.3,-,0.8,0.6,1.4,0.1,1.8,1.2,35.4,-,0.8,-,Ligue 1,2015/2016
27,Rachid Ghezzal,Lyon,24,AM(CLR),16(13),1588,8,8,5,-,1.8,76.2,0.6,6,7.32,1.2,0.6,0.9,-,0.2,1.1,-,-,1.6,2.1,1.3,0.2,1.6,2,31,0.7,1.7,0.3,Ligue 1,2015/2016
28,Olivier Veigneau,Nantes,31,D(L),2,169,-,-,-,-,-,72,3,-,7.32,3.5,2,-,-,1,0.5,-,-,1,0.5,-,0.5,1.5,1,37.5,1,2,-,Ligue 1,2015/2016
29,Hervin Ongenda,PSG,21,AM(L),4(1),350,1,1,-,-,1,87.9,0.2,-,7.31,0.8,1.4,0.6,-,-,1,-,-,1.4,1,2,0.4,1.8,0.6,51.4,1.4,1,-,Ligue 1,2015/2016
30,Lassana Diarra,Marseille,31,M(C),25(1),2090,1,1,4,-,0.4,86.7,1.2,1,7.31,3,1.7,1.8,-,0.8,1.4,0.2,-,0.7,3,1.2,-,1.3,1.1,53.3,-,3,-,Ligue 1,2015/2016
31,Jérémy Pied,Nice,27,M(CLR),33,2961,-,3,10,-,0.7,79.7,1.3,3,7.30,3.6,3.1,1.2,0.2,2.1,1.2,0.1,-,1,1.2,1.3,-,0.9,1,51.8,0.7,1.4,-,Ligue 1,2015/2016
32,Christophe Jallet,Lyon,33,M(L),20(3),1761,1,5,2,1,0.9,85.1,1.3,1,7.29,3.8,1.8,0.9,0.3,2.3,1,0.2,-,1.1,0.6,0.4,0.2,0.9,0.6,54.9,0.5,2.4,-,Ligue 1,2015/2016
33,Damien da Silva,Caen,28,D(C),28,2483,2,-,4,1,0.6,79.8,2.9,3,7.28,2.6,3.2,0.8,0.7,5.3,0.3,0.5,-,0.1,0.3,0.8,0.1,0.4,0.2,35.5,-,4.6,-,Ligue 1,2015/2016
34,Presnel Kimpembe,PSG,21,D(C),5(1),426,-,-,1,-,-,92.5,1.2,-,7.28,2.2,2.3,0.8,0.5,3.8,0.3,0.7,-,0.2,0.3,0.2,-,0.2,0.3,64.3,-,1.8,-,Ligue 1,2015/2016
35,Edinson Cavani,PSG,29,FW,24(8),2305,19,5,3,-,2.7,85.4,0.3,2,7.27,0.6,0.4,0.9,-,0.3,0.9,0.2,-,0.8,0.6,0.7,1.2,0.5,1.4,24.8,0.1,1,0.1,Ligue 1,2015/2016
36,Nicolas de Préville,Reims,25,FW,34(2),2926,6,9,4,-,2.5,68.2,1.3,8,7.27,1.1,1,1.8,-,0.1,0.6,-,-,2.1,2.3,2.6,0.4,2.3,2.9,26,1.4,1.1,0.2,Ligue 1,2015/2016
37,Youssouf Sabaly,Nantes,23,M(R),28,2502,2,1,7,-,0.5,79,1.8,5,7.27,2.8,2.3,1.6,0.2,2.9,0.9,0.1,1,0.9,1.7,1.5,-,1.7,1.1,47.3,1,2.6,-,Ligue 1,2015/2016
38,Samuel Umtiti,Lyon,23,D(CL),30,2658,1,-,6,-,0.5,87.2,3.2,1,7.27,1.4,2.4,0.9,1.1,4.8,0.3,0.6,-,-,0.5,1,0.1,0.2,0.4,64.3,-,4,-,Ligue 1,2015/2016
39,Corentin Tolisso,Lyon,22,M(CR),28(5),2581,5,6,3,-,1.9,84.7,2.8,2,7.27,2.7,2,1.3,-,0.7,1.1,0.1,-,1.2,0.4,1.3,0.1,0.8,1.1,59.1,0.1,3.7,0.2,Ligue 1,2015/2016
40,Adrien Rabiot,PSG,21,M(L),19(5),1616,1,1,3,1,0.6,90.8,1.5,1,7.26,2.5,1.9,1.5,-,0.6,1.6,0.1,-,0.3,1.7,1,-,1.3,1,60,0.2,2.3,0.1,Ligue 1,2015/2016
41,Éder,Lille,29,FW,12(1),1073,6,4,1,-,2.4,70.9,3.8,2,7.26,0.4,0.4,2.1,-,0.9,0.4,0.2,-,0.7,0.6,2.5,0.8,1.5,3.9,25.2,-,0.2,0.1,Ligue 1,2015/2016
42,Ryad Boudebouz,Montpellier,26,FW,37(1),3249,2,11,3,-,1.4,77.9,0.8,3,7.26,1.2,0.8,0.7,-,0.2,1.1,0.1,-,3.1,1.8,1.1,-,3.3,1.9,50.1,2.8,3.9,0.3,Ligue 1,2015/2016
43,Syam Ben Youssef,Caen,27,D(C),16(2),1477,3,1,1,1,0.3,71.9,3.6,1,7.25,2.7,3.2,1.3,0.4,5.4,0.7,0.4,-,0.4,0.3,0.6,0.1,0.2,0.3,27.5,0.1,3.1,-,Ligue 1,2015/2016
44,Benjamin André,Rennes,26,M(CLR),30(2),2639,-,2,3,-,0.7,80.1,4,2,7.25,3.6,1.9,1.5,-,1.3,1.6,0.3,-,0.8,0.9,2.2,0.1,2.4,1.2,59.2,0.1,3.1,-,Ligue 1,2015/2016
45,Jérémy Toulalan,Monaco,33,M(C),25,2229,-,1,5,-,0.3,80.3,2.4,2,7.24,3.1,2.8,1,-,2.7,1.3,0.5,-,0.4,0.8,1.3,-,0.5,0.7,56,0.1,3.2,-,Ligue 1,2015/2016
46,Dénis Bouanga,Lorient,22,FW,1,77,1,-,-,-,5,77.8,1,-,7.24,-,1,-,-,-,-,-,-,2,2,1,-,1,6,9,-,-,-,Ligue 1,2015/2016
47,Yrondu Musavu-King,Lorient,24,D(C),2(1),186,-,-,-,-,-,78.9,3.3,1,7.22,2,4.3,0.7,0.3,3.3,0.3,0.7,-,-,1,0.7,-,0.3,0.7,23.7,-,1,-,Ligue 1,2015/2016
48,Wesley Lautoa,Lorient,29,DMC,11(2),1008,-,-,1,-,0.3,82.9,3.8,1,7.21,1.5,3.9,0.7,0.4,4.1,0.5,0.7,-,0.3,0.8,0.9,-,0.2,0.6,38.3,-,2.4,-,Ligue 1,2015/2016
49,Mike Maignan,Lille,21,GK,3(1),288,-,-,-,-,-,65.3,0.3,-,7.21,-,-,-,-,0.3,-,-,-,-,0.5,-,-,-,0.3,18.8,-,3,-,Ligue 1,2015/2016
50,Paul Baysse,Nice,28,D(CR),29(1),2584,-,-,2,1,0.4,88.3,4.2,3,7.21,1.5,2.3,0.7,0.3,5.6,0.4,0.4,-,-,0.1,0.8,0.2,0.2,0.1,55.7,-,2.8,-,Ligue 1,2015/2016
51,Nabil Dirar,Monaco,30,M(CR),20,1559,2,9,2,1,1,73.2,1.4,1,7.20,2,1,1.8,-,0.7,0.4,-,-,1.5,1.9,1.4,0.2,2,2.3,31.2,1,0.7,0.1,Ligue 1,2015/2016
52,Lindsay Rose,Lorient,24,D(C),10,900,-,-,1,-,0.5,78.2,3.1,1,7.20,1.4,3.5,1.2,1.1,7.2,0.7,1.3,-,0.1,0.6,0.5,-,0.5,0.1,36.7,-,3.3,-,Ligue 1,2015/2016
53,Nicolas Benezet,Guingamp,25,AM(CLR),14(5),1241,4,4,2,1,1.2,74.1,0.9,2,7.20,1.8,1.4,0.8,-,0.2,0.8,-,-,1.8,1.5,2.1,0.2,1.5,1.8,21.1,1.8,1,0.1,Ligue 1,2015/2016
54,Mehdi Mostefa,Lorient,33,M(C),1,90,-,-,-,-,-,88.4,2,-,7.19,2,2,1,-,3,6,1,-,-,1,1,-,1,-,43,-,9,-,Ligue 1,2015/2016
55,Blaise Matuidi,PSG,29,M(CL),23(8),2064,4,6,4,-,0.5,91.8,0.6,2,7.18,2.4,1.5,1.4,-,0.4,1.1,0.1,-,0.9,0.7,0.9,0.2,1.1,1.6,52.8,0.3,0.8,0.2,Ligue 1,2015/2016
56,Ronny Rodelin,Caen,27,FW,33(1),2803,10,2,1,-,2.1,65.2,4.6,4,7.18,1.2,0.7,0.6,-,1.1,0.4,-,1,1.1,0.8,1.1,0.6,0.9,1.5,29.9,0.4,1.6,0.1,Ligue 1,2015/2016
57,Maxime Poundjé,Bordeaux,24,D(L),14,1260,-,1,3,-,0.4,81.6,1.7,-,7.18,2.7,2.5,0.9,0.3,2.8,0.9,0.4,-,0.3,2,1.1,0.1,1.4,0.8,34.5,0.9,1.4,-,Ligue 1,2015/2016
58,Daniel Congré,Montpellier,31,D(CLR),35,3128,2,-,2,1,0.3,83.9,2.1,2,7.17,2.1,4,0.9,0.8,3.6,0.6,0.3,-,0.1,0.4,0.9,-,0.1,0.5,40.4,-,3.6,-,Ligue 1,2015/2016
59,Javier Pastore,PSG,27,AM(CLR),11(5),877,2,6,1,-,1.3,82.3,0.2,1,7.17,0.9,0.4,0.6,-,0.1,1.6,-,-,1.8,1.7,0.9,0.1,1.2,0.8,54.9,0.1,2.3,1,Ligue 1,2015/2016
60,David Luiz,PSG,29,DMC,23(2),2088,1,2,4,-,0.6,92.1,1.2,1,7.16,1.2,2.4,0.8,0.4,3,0.6,0.3,-,0.4,0.6,0.7,-,0.2,0.5,75,0.1,3.2,0.4,Ligue 1,2015/2016
61,Benjamin Mendy,Marseille,22,M(L),22(2),1953,1,1,7,1,0.3,80.1,1.6,-,7.14,1.9,2.4,1,0.4,1.5,1.2,0.2,-,1.2,1.6,0.8,0.1,1.1,0.9,40.6,1.6,1.5,-,Ligue 1,2015/2016
62,Maxwell,PSG,35,D(L),24(4),2223,3,3,-,-,0.4,91.2,0.8,1,7.14,1.3,1.5,0.4,0.1,1.4,0.6,0.1,-,1,0.4,0.4,0.3,0.4,0.6,54.7,0.8,1.5,0.1,Ligue 1,2015/2016
63,Bryan Dabo,Montpellier,24,M(CR),32(4),2856,5,1,7,-,1,80,2.2,4,7.14,1.8,1.8,1.6,0.1,1.2,1.1,-,-,0.6,1.7,2.9,0.1,1.5,1.8,42.3,0.3,1.6,0.1,Ligue 1,2015/2016
64,Marko Basa,Lille,33,D(C),15,1331,-,-,1,-,0.9,87.6,3.2,-,7.13,0.6,2.1,0.9,0.4,4.2,-,0.5,-,0.1,0.4,1.7,0.1,0.2,0.3,42.3,0.1,2.3,-,Ligue 1,2015/2016
65,Andy Delort,Caen,25,FW,34(2),3142,12,2,5,-,3.9,58.3,4.4,4,7.13,0.9,0.3,2.3,-,0.2,0.6,-,-,1.1,1.1,2.1,1.1,2.2,3,26.2,0.4,0.6,-,Ligue 1,2015/2016
66,Hilton,Montpellier,39,D(C),36,3178,1,1,3,1,0.7,74.6,2.2,1,7.13,1.7,3.2,0.7,1.1,4.6,0.7,0.7,-,0.3,0.3,0.8,-,0.2,0.2,43.5,0.1,6.8,0.1,Ligue 1,2015/2016
67,Stoppila Sunzu,Lille,27,D(C),10(2),918,1,-,-,1,0.8,79.2,3.7,1,7.13,2.3,1.8,1.6,0.3,3.7,0.5,0.2,-,-,0.1,0.5,0.2,0.1,0.3,34.4,-,1.9,-,Ligue 1,2015/2016
68,Romain Saïss,Angers,26,DMC,35,3107,2,2,12,-,0.8,79.7,2,-,7.13,2.3,2.3,1.4,0.2,3.1,0.9,0.7,-,0.4,0.6,0.9,0.1,0.4,0.4,47.6,0.1,3.5,-,Ligue 1,2015/2016
69,Thomas Lemar,Monaco,21,AM(CLR),20(6),1810,5,3,1,-,1.4,83.3,0.5,4,7.12,1.5,0.8,0.5,0.1,0.4,0.7,0.1,-,1.1,2,1.6,0.2,2,1.6,30.4,1,1.7,-,Ligue 1,2015/2016
70,Younousse Sankharé,Guingamp,27,M(C),33,2921,6,2,9,2,0.8,77.2,1,4,7.12,2.8,2.2,1.6,-,1,1.2,0.2,-,0.5,1.5,1.5,0.1,1.2,0.9,40.2,0.1,1.5,-,Ligue 1,2015/2016
71,Jonathan Martins Pereira,Guingamp,30,D(R),16,1384,-,3,3,-,0.3,76.1,1.4,-,7.12,2.6,3.4,1.1,0.3,2.3,0.8,0.3,-,0.7,0.4,0.4,-,0.5,0.5,36.8,0.2,2.3,0.1,Ligue 1,2015/2016
72,Nicolas Pallois,Bordeaux,29,D(C),17,1473,1,1,3,1,0.5,81.3,2,2,7.11,2.1,2.6,0.8,0.6,5.1,0.6,0.7,1,0.2,0.8,0.5,0.1,0.5,0.5,44.9,0.2,4.7,-,Ligue 1,2015/2016
73,Valentin Rongier,Nantes,22,M(C),9(2),741,1,1,1,-,0.7,85.6,0.7,-,7.11,2.9,1.9,1,-,0.9,1.5,0.1,-,0.6,1.5,0.7,-,2,0.5,41.1,0.6,3.2,-,Ligue 1,2015/2016
74,Ibrahim Amadou,Lille,23,DMC,18(4),1665,1,-,2,-,0.5,80.9,2,2,7.10,2.1,2.9,1,0.1,1.5,0.6,0.2,-,0.2,0.8,0.6,-,0.7,0.6,38.4,-,2.2,-,Ligue 1,2015/2016
75,Mathieu Valbuena,Lyon,32,M(CLR),21(5),1814,1,5,5,-,1.6,86.2,0.3,2,7.10,0.9,0.2,1,-,-,0.6,-,-,2.6,1.8,1.9,0.3,2.2,2.1,43,2,2,0.1,Ligue 1,2015/2016
76,Dorian Lévêque,Guingamp,27,D(LR),13(1),1205,1,-,2,-,0.6,72.6,1.2,-,7.09,2.9,3.3,1.4,0.1,2.4,0.3,0.4,-,0.1,0.6,1.4,-,0.1,0.6,31.3,0.1,2.4,-,Ligue 1,2015/2016
77,William Remy,Montpellier,25,DMC,27(1),2399,-,1,4,-,0.5,77.8,2.7,1,7.09,2.5,2.1,1.1,0.5,2.2,1.2,-,-,0.3,1,1.7,-,0.9,1,40.5,0.1,3.4,-,Ligue 1,2015/2016
78,Tiemoué Bakayoko,Monaco,22,DMC,14(5),1362,1,-,3,-,0.8,86.9,2.2,-,7.09,2.8,2.4,1.8,-,1.1,1.1,0.1,-,0.3,1.5,1.1,-,1.9,1.1,37.8,-,1.6,-,Ligue 1,2015/2016
79,Jérôme Prior,Bordeaux,21,GK,11(2),1074,-,-,-,-,-,54.5,0.4,1,7.08,0.2,0.1,-,-,1.2,-,-,-,-,0.1,0.1,-,-,-,30.2,-,11.6,-,Ligue 1,2015/2016
80,Alassane Plea,Nice,23,FW,17(2),1414,6,4,1,-,2.4,77.5,0.3,2,7.08,0.9,0.2,1.6,-,0.3,0.5,0.1,-,0.6,1.9,1.6,0.8,2.8,1.6,25.9,0.2,0.3,0.2,Ligue 1,2015/2016
81,Marco Verratti,PSG,24,M(C),11(7),1064,-,3,2,-,0.1,93,0.2,-,7.08,1.7,1.4,0.7,-,0.2,1.9,0.1,1,1.1,1.2,1.8,-,1.4,0.4,82.2,-,3.1,0.3,Ligue 1,2015/2016
82,Hamari Traoré,Reims,24,M(R),32(1),2912,2,1,9,1,0.5,76.3,1.6,1,7.07,2.6,3.3,1.3,0.3,1.9,1.4,0.2,-,1,0.9,0.8,0.1,0.5,1.1,40,0.8,2.2,-,Ligue 1,2015/2016
83,Valère Germain,Nice,26,FW,36(2),3122,14,6,3,-,1.6,76.4,1.8,3,7.07,0.8,0.5,0.4,-,1.2,0.6,0.1,-,1.2,0.5,1.1,0.5,1,1.9,28.1,0.1,0.7,0.1,Ligue 1,2015/2016
84,Javier Manquillo,Marseille,22,M(R),31,2673,-,1,2,-,0.2,82.5,1.6,-,7.06,2.5,2.8,0.8,0.4,2,0.4,0.2,-,0.5,0.8,0.9,0.1,0.4,0.8,45.1,0.2,1.1,-,Ligue 1,2015/2016
85,Kevin Malcuit,Saint-Etienne,25,M(R),9,712,-,1,1,2,0.2,70.2,2.1,1,7.06,3.4,3.1,1.4,-,1.8,0.3,0.2,-,0.4,0.7,1.4,-,1.1,1.7,30.6,0.3,1.7,0.1,Ligue 1,2015/2016
86,Maxime Dupé,Nantes,23,GK,7,630,-,-,-,-,-,52.6,0.1,-,7.06,-,-,-,-,0.7,-,-,-,-,-,0.4,-,-,-,27.4,-,7.6,-,Ligue 1,2015/2016
87,Jonas Martin,Montpellier,26,M(CL),35(1),3140,4,3,5,-,0.9,88.1,1.4,2,7.05,1.8,1.9,0.9,-,1,0.9,0.2,-,0.8,1.3,1.2,0.2,1.6,0.9,56.9,0.2,3.1,-,Ligue 1,2015/2016
88,Renato Civelli,Lille,33,D(C),32,2762,-,-,6,2,0.5,70.4,3.6,3,7.05,1.5,2,1,0.3,5.1,0.4,0.6,-,0.2,0.2,0.8,-,0.3,0.2,37.9,-,2.7,-,Ligue 1,2015/2016
89,Diego Contento,Bordeaux,26,M(L),24(1),2113,2,-,4,-,0.5,78.6,1,2,7.05,3,2.6,0.7,0.3,2,0.8,0.2,-,0.6,0.4,1.6,0.1,0.5,1.1,37.6,0.8,1.8,-,Ligue 1,2015/2016
90,Issiaga Sylla,GFC Ajaccio,22,M(L),29(5),2694,-,4,7,2,0.6,72.2,1.8,3,7.05,3.2,3.4,1.7,0.2,1.8,0.9,0.1,1,0.9,1,0.7,-,1.8,1.3,33.4,0.9,1.6,-,Ligue 1,2015/2016
91,Julian Palmieri,SC Bastia,30,M(L),33(1),2944,2,2,9,-,0.5,75.7,1.3,2,7.05,3,2.6,1.2,0.4,1.7,1.6,0.2,-,0.6,1.3,1.5,0.2,1.1,0.9,37.1,0.5,2.4,0.1,Ligue 1,2015/2016
92,Abdoulaye Touré,Nantes,22,DMC,2(2),202,-,-,-,-,0.5,81.1,1.5,1,7.04,1.5,0.8,1.3,-,2.3,1,-,-,0.8,2.8,0.5,-,0.8,1.3,23.8,0.3,1.5,0.3,Ligue 1,2015/2016
93,Clément Chantôme,Bordeaux,29,M(C),25(1),2180,1,-,9,-,0.6,88.6,3.9,1,7.04,2.5,1.9,1.5,-,1.8,1.3,-,-,0.5,0.7,1.7,-,0.9,1,57.8,0.1,3.7,-,Ligue 1,2015/2016
94,Guillaume Gillet,Nantes,32,M(CR),19,1710,1,-,5,-,1.1,84.7,1.8,1,7.04,2.9,2.6,1.5,-,1.4,1.3,0.3,-,0.5,0.5,1.2,-,0.6,0.9,54,0.2,4.2,0.1,Ligue 1,2015/2016
95,Alexander Djiku,SC Bastia,22,DMC,19(1),1513,-,-,6,1,0.1,69.1,2.6,1,7.04,3.1,2.2,1.5,0.5,3.5,0.8,0.1,-,0.2,0.6,1.3,-,0.4,0.4,27,0.2,1.2,-,Ligue 1,2015/2016
96,Nabil Fekir,Lyon,23,FW,5(4),464,4,1,1,-,2.2,85.4,-,1,7.04,0.4,0.6,1,-,-,0.3,-,-,1.3,1.7,0.8,0.2,2,0.9,22.9,0.8,1.7,0.1,Ligue 1,2015/2016
97,Abdelaziz Barrada,Marseille,27,M(CR),17(7),1455,1,6,5,2,1.1,80.3,0.6,3,7.03,1.7,1.1,1,-,0.3,0.8,-,-,2.6,0.8,1,0.1,1,0.8,35.9,2.2,1.5,0.1,Ligue 1,2015/2016
98,Sébastien Corchia,Lille,26,M(R),30(3),2632,2,2,6,-,0.7,75,1.3,2,7.03,2.3,2,1.1,0.3,1.7,0.4,0.3,-,0.7,0.7,1.7,0.1,0.9,0.9,21.5,0.8,0.8,-,Ligue 1,2015/2016
99,Jean-Daniel Akpa Akpro,Toulouse,24,M(CLR),29(4),2557,1,4,12,-,0.5,76.1,1.2,1,7.03,4.1,1.8,1.7,-,1.3,1.1,0.1,-,0.7,1.2,1.2,0.1,1.5,1.4,32.6,0.2,0.6,-,Ligue 1,2015/2016
100,Nicolas Nkoulou,Marseille,26,D(C),33,2940,-,-,8,1,0.3,87.3,2.6,2,7.03,1.6,3.4,0.9,0.7,4.4,0.4,0.4,1,0.1,0.4,0.9,-,0.2,0.3,49.8,-,2.4,-,Ligue 1,2015/2016
101,Moustapha Bayal Sall,Saint-Etienne,31,D(C),27(1),2359,3,-,8,1,0.5,79.2,1.5,1,7.03,2,1.8,1.3,0.8,5,0.2,0.5,-,0.2,0.4,0.8,0.1,0.1,0.3,43.5,-,3.9,-,Ligue 1,2015/2016
102,Billy Ketkeophomphone,Angers,26,FW,31(4),2697,5,7,4,-,1.6,73.7,1.1,2,7.03,2,0.8,1.2,-,0.3,1,0.1,-,1.1,1.2,1.7,-,1.4,2.2,27.2,0.5,0.6,-,Ligue 1,2015/2016
103,Fábio Coentrão,Monaco,28,M(LR),13(2),1085,3,2,4,-,0.7,77.8,0.8,1,7.02,1.4,1.4,1.1,0.3,1.7,0.5,-,-,0.6,0.6,1.5,0.6,0.3,1.1,32.7,0.9,1.6,0.1,Ligue 1,2015/2016
104,Fallou Diagne,Rennes,27,DMC,21(1),1860,5,-,7,-,0.7,79.6,2.5,1,7.02,1.8,3,1.5,0.8,4,0.5,0.5,1,0.1,0.3,0.6,0.1,0.2,0.3,41.2,-,4.1,-,Ligue 1,2015/2016
105,Thiago Motta,PSG,34,M(C),26(6),2348,1,1,6,-,0.4,92.5,1.5,-,7.02,2.2,1.2,0.9,0.1,0.8,1.6,0.1,-,0.5,0.4,1,-,0.8,0.7,93.1,0.1,3.5,0.1,Ligue 1,2015/2016
106,Yannis Salibur,Guingamp,25,FW,28(2),2340,7,6,3,1,2.6,75.2,0.7,3,7.02,1.2,0.8,1.2,-,0.1,0.6,-,-,0.9,1.9,2.4,0.3,1.5,2.1,17.6,1.2,0.2,-,Ligue 1,2015/2016
107,Thiago Xavier,Troyes,32,DMC,13(3),1061,2,-,7,-,0.8,79.4,3.2,-,7.01,2.5,3.1,1.7,0.1,3.2,1.8,0.6,-,0.2,0.4,0.8,-,0.4,0.4,26.4,0.1,1.3,0.1,Ligue 1,2015/2016
