,name,club,age,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Mario Fernández,Racing Santander,23,GK,1,90,-,-,-,-,-,75,-,1,10.00,-,-,-,-,4,-,-,-,-,-,-,-,-,-,32,-,10,-,LaLiga,2010/2011
1,Lionel Messi,Barcelona,24,FW,31(2),2859,31,18,3,-,4.5,86.2,0.1,20,8.76,0.7,0.6,0.7,-,-,0.4,-,-,2,5.6,1.7,0.5,2.9,1.8,67.7,0.2,1.4,1,LaLiga,2010/2011
2,Cristiano Ronaldo,Real Madrid,26,FW,32(2),2913,40,11,2,-,7.4,75.7,1.4,12,8.35,0.5,0.7,0.7,-,0.7,0.1,-,-,2,2.2,2.6,0.4,2.2,2.1,36.9,0.3,0.7,0.4,LaLiga,2010/2011
3,José Manuel Jurado,Atletico,25,M(CLR),1,78,1,-,-,-,1,82.9,1,-,8.27,1,-,1,-,-,-,-,-,2,2,2,-,1,2,35,2,2,-,LaLiga,2010/2011
4,Marc Bartra,Barcelona,20,DMC,2,180,1,-,-,-,1,83.8,1,-,7.77,3,4.5,0.5,1,2,1,1,-,0.5,0.5,-,-,-,2,68,-,2,-,LaLiga,2010/2011
5,Andrés Iniesta,Barcelona,27,M(CL),32(2),2799,8,3,1,-,1.3,89.6,0.1,2,7.72,1.5,1.5,0.8,-,0.3,0.4,0.1,-,1.6,2.5,2.1,-,2.2,1.6,78.4,0.3,4.2,0.6,LaLiga,2010/2011
6,Marcelo,Real Madrid,23,M(L),31(1),2738,3,4,7,-,0.8,79.5,0.6,4,7.72,3.4,3.7,1.1,0.4,2,1.3,0.1,-,0.9,2.3,1.2,0.2,1.2,1,46.9,0.4,2.8,0.1,LaLiga,2010/2011
7,Gabi,Real Zaragoza,28,M(C),36,3230,10,6,15,-,2.3,78.2,1.1,11,7.67,3.3,3.3,2.8,-,0.8,1.2,0.3,-,2.4,1,2.1,-,1.7,1.2,61.1,1.3,4.3,0.6,LaLiga,2010/2011
8,Dani Alves,Barcelona,28,M(CR),31(4),2904,2,15,10,-,1,86.6,0.6,3,7.66,3,2.1,1.6,0.2,1.7,0.8,0.2,-,1.9,1.5,1.4,0.5,1.5,1.2,72.4,1,2.1,0.5,LaLiga,2010/2011
9,Raúl,Sporting Gijon,25,Goalkeeper,1,90,-,-,-,-,-,55.6,-,-,7.62,-,-,-,-,3,-,-,-,-,-,-,-,-,-,36,-,13,-,LaLiga,2010/2011
