,name,club,position,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,league,season
0,Luis Suárez,Liverpool,FW,33,2965,31,12,6,-,5.5,74.8,0.7,14,8.43,1.1,0.3,1.6,-,0.3,0.5,0.1,-,2.7,2.8,2,1,1.8,2.8,38.3,0.8,2.2,0.5,Premier League,2013/2014
1,James Wilson,Man Utd,FW,1,64,2,-,-,-,4,66.7,-,-,8.04,-,-,1,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,Premier League,2013/2014
2,Chris David,Fulham,Midfielder,0(1),67,1,-,1,-,3,90.2,-,-,8.02,3,1,1,-,-,1,-,-,2,1,2,-,5,1,41,4,3,-,Premier League,2013/2014
3,Lukasz Fabianski,Arsenal,GK,1,90,-,-,-,-,-,62.9,-,-,7.90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,6,-,Premier League,2013/2014
4,Anders Lindegaard,Man Utd,GK,1,90,-,-,-,-,-,43.3,-,-,7.82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,9,-,Premier League,2013/2014
5,Steven Gerrard,Liverpool,M(C),33(1),2900,13,13,7,-,1.8,86,1.3,4,7.77,2.9,1.4,1,-,2.6,0.6,0.4,-,2,0.4,0.6,-,0.5,0.5,65.3,1.4,7.6,0.2,Premier League,2013/2014
6,Aaron Ramsey,Arsenal,M(CLR),20(3),1764,10,8,3,-,2.2,84.4,0.5,6,7.76,3.3,1,1.2,-,0.6,1.6,0.1,-,1.4,1.3,1.1,0.1,1.3,0.8,65.9,-,3.3,0.4,Premier League,2013/2014
7,Marouane Fellaini,Everton,M(C),3,270,-,-,-,-,1.7,89.1,6.3,-,7.75,4.3,0.7,2.7,-,5.3,2,-,-,1,-,0.7,0.3,3,0.7,73.3,0.3,4.3,-,Premier League,2013/2014
8,Sergio Agüero,Man City,FW,20(3),1539,17,6,4,-,3.7,84.9,0.4,6,7.71,0.6,0.3,0.7,-,-,0.3,-,-,1.6,1.9,1,0.8,2.1,1.6,21.3,0.2,0.3,0.2,Premier League,2013/2014
9,Eden Hazard,Chelsea,FW,32(3),2898,14,7,2,-,2.1,83.4,0.5,6,7.68,0.7,0.5,0.5,-,0.4,0.7,-,-,2.7,3.8,2.5,0.3,2.3,1.9,44,0.3,1.6,0.2,Premier League,2013/2014
10,Nemanja Matic,Chelsea,DMC,15(2),1364,-,4,3,-,0.8,84.8,2.8,1,7.63,3.3,1.8,1.6,-,3.6,1.4,0.3,-,1.4,1.4,0.7,0.1,1.1,1,56,0.1,4.5,0.2,Premier League,2013/2014
11,Wayne Rooney,Man Utd,FW,27(2),2448,17,10,8,-,3.5,80.1,0.9,6,7.62,1,1,1.1,0.1,1.1,0.9,0.2,-,1.9,1.4,1,0.5,2.3,1.6,45.7,1.2,4.9,0.2,Premier League,2013/2014
12,David Silva,Man City,FW,26(1),2174,7,9,5,-,2,88.2,0.3,4,7.57,1.2,0.6,0.9,-,0.3,1.1,-,-,3.2,1.1,1.5,0.1,2,1,69.2,1.2,1.9,0.6,Premier League,2013/2014
13,Yaya Touré,Man City,M(C),35,2927,20,9,4,-,1.8,90.1,0.9,4,7.55,1.5,0.7,1.1,-,1,1.2,0.1,-,1.2,1.2,0.7,0.1,0.9,0.8,71.5,0.1,4.6,0.1,Premier League,2013/2014
14,Mile Jedinak,Crystal Palace,DMC,38,3389,1,1,7,-,0.9,71.9,4.4,5,7.55,3.5,3.7,1.6,0.1,3.7,1.1,0.4,-,0.9,0.3,1.2,-,0.4,0.4,42.5,-,3.2,-,Premier League,2013/2014
